Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,status
104354_0,-379.06771557585984,100000.00011948445,False,ok
104362_0,-440.67445754704755,100000.00012631397,False,ok
10436_0,-13.368889060559582,1.6477739594969971,True,ok
104376_0,-356.7853947571234,100000.00020282238,False,ok
104382_0,-379.0677155758599,100000.00011948445,False,ok
10438_0,-8.726343981841978,1.788758386492963,True,ok
104396_0,-378.95087038402613,100000.00011948445,False,ok
104401_0,-31.027245629740605,4.850330525025996,True,ok
104409_0,-379.06771557585995,100000.00011948445,False,ok
104415_0,-378.950870384026,100000.00011948445,False,ok
104423_0,-378.95087038402625,100000.00011948445,False,ok
10442_1,-8.726343981841865,1.788758386492963,True,ok
104437_0,-27.7338015206455,5.0879699338466455,True,ok
104443_0,-450.07108937676713,100000.00012334171,False,ok
